question_id,subject,chapter,topic,question,options,correct_option,answer,explanation,question_type,paper_id
wXNJAE9OixV0o1Ul,maths,3d-geometry,plane-in-space,"The intersection of the spheres
<br/>$${x^2} + {y^2} + {z^2} + 7x - 2y - z = 13$$ and 
<br/>$${x^2} + {y^2} + {z^2} - 3x + 3y + 4z = 8$$ 
<br/>is the same as the intersection of one of the sphere and the plane","[{""identifier"": ""A"", ""content"": ""$$2x-y-z=1$$ ""}, {""identifier"": ""B"", ""content"": ""$$x-2y-z=1$$""}, {""identifier"": ""C"", ""content"": ""$$x-y-2z=1$$ ""}, {""identifier"": ""D"", ""content"": ""$$x-y-z=1$$ ""}]","[""A""]",,"The equation of spheres are 
<br><br>$${S_1}:{x^2} + {y^2} + {z^2} + 7x - 2y - z - 13 = 0$$ and 
<br><br>$${S_2}:{x^2} + {y^2} + {z^2} - 3x + 3y + 4z - 8 = 0$$
<br><br>Their plane of intersection is $${S_1} - {S_2} = 0$$
<br><br>$$ \Rightarrow 10x - 5y - 5z - 5 = 0$$
<br><br>$$ \Rightarrow 2x - y - z = 1$$",mcq,aieee-2004
wUkvqWxVsZ5qPXxv,maths,3d-geometry,plane-in-space,"Distance between two parallel  planes 
<br/><br>$$\,2x + y + 2z = 8$$ and $$4x + 2y + 4z + 5 = 0$$  is :</br>","[{""identifier"": ""A"", ""content"": ""$${9 \\over 2}$$ ""}, {""identifier"": ""B"", ""content"": ""$${5 \\over 2}$$""}, {""identifier"": ""C"", ""content"": ""$${7 \\over 2}$$""}, {""identifier"": ""D"", ""content"": ""$${3 \\over 2}$$""}]","[""C""]",,"The planes are $$2x + y + 2x - 8 = 0\,\,\,\,\,\,\,\,\,\,...\left( 1 \right)$$
<br><br>and $$4x + 2y + 4z + 5 = 0$$ 
<br><br>or $$2x + y + 2z + {5 \over 2} = 0\,\,\,\,\,\,\,\,\,\,...\left( 2 \right)$$
<br><br>$$\therefore$$ Distance between $$\left( 1 \right)$$ and $$\,\left( 2 \right)$$
<br><br>$$ = \left| {{{{5 \over 2} + 8} \over {\sqrt {{2^2} + {1^2} + {2^2}} }}} \right|$$
<br><br>$$ = \left| {{{21} \over {2\sqrt 9 }}} \right|$$
<br><br>$$ = {7 \over 2}$$",mcq,aieee-2004
gsaP2wxbhrwI4MNS,maths,3d-geometry,plane-in-space,The plane $$x+2y-z=4$$ cuts the sphere $${x^2} + {y^2} + {z^2} - x + z - 2 = 0$$ in a circle of radius ,"[{""identifier"": ""A"", ""content"": ""$$3$$ ""}, {""identifier"": ""B"", ""content"": ""$$1$$ ""}, {""identifier"": ""C"", ""content"": ""$$2$$ ""}, {""identifier"": ""D"", ""content"": ""$${\\sqrt 2 }$$""}]","[""B""]",,"<img class=""question-image"" src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734265266/exam_images/iljyyh25rrxltbqfibh1.webp"" loading=""lazy"" alt=""AIEEE 2005 Mathematics - 3D Geometry Question 311 English Explanation"">
<br><br>Perpendicular distance of center $$\left( {{1 \over 2},0, - {1 \over 2}} \right)$$
<br><br>from $$x+2y-2=4$$  is given by 
<br><br>$${{\left| {{1 \over 2} + {1 \over 2} - 4} \right| = \sqrt {{3 \over 2}} } \over {\sqrt 6 }}$$
<br><br>radius of sphere 
<br><br>$$ = \sqrt {{1 \over 4} + {1 \over 4} + 2}  = \sqrt {{5 \over 2}} $$
<br><br>$$\therefore$$ radius of circle 
<br><br>$$ = \sqrt {{5 \over 2} - {3 \over 2}}  = 1.$$ ",mcq,aieee-2005
jSTkPlfBJ5I6fd65,maths,3d-geometry,plane-in-space,"<b>Statement-1 :</b> The point $$A(3, 1, 6)$$ is the mirror image of the point $$B(1, 3, 4)$$ in the plane $$x-y+z=5.$$ 
<br/><br><b>Statement-2 :</b>  The plane $$x-y+z=5$$ bisects the line segment joining $$A(3, 1, 6)$$ and $$B(1, 3, 4).$$ </br>","[{""identifier"": ""A"", ""content"": ""Statement - 1 is true, Statement - 2 is true; Statement - 2 is <b>not</b> a correct explanation for Statement - 1.""}, {""identifier"": ""B"", ""content"": ""Statement - 1 is true, Statement - 2 is false.""}, {""identifier"": ""C"", ""content"": ""Statement - 1 is false , Statement - 2 is true.""}, {""identifier"": ""D"", ""content"": ""Statement - 1 is true, Statement - 2 is true; Statement - 2 is  a correct explanation for Statement - 1.""}]","[""A""]",,"$$A\left( {3,1,6} \right);\,\,B = \left( {1,3,4} \right)$$
<br><br>Mid-point of $$AB = \left( {2,2,5} \right)$$ lies on the plane. 
<br><br>and d.r's of $$AB=(2,-2,2)$$
<br><br>d.r's of normal to plane $$ = \left( {1, - 1,1} \right).$$
<br><br>Direction ratio of $$AB$$ and normal to the plane are proportional therefore, 
<br><br>$$AB$$ is perpendicular to the plane 
<br><br>$$\therefore$$ $$A$$ is image of $$B$$ 
<br><br>Statement-$$2$$ is correct but it is not correct explanation. ",mcq,aieee-2010
DuqJJduwK99t03Hr,maths,3d-geometry,plane-in-space,A equation of a plane parallel to the plane $$x-2y+2z-5=0$$ and at a unit distance from the origin is :,"[{""identifier"": ""A"", ""content"": ""$$x-2y+2z-3=0$$""}, {""identifier"": ""B"", ""content"": ""$$x-2y+2z+1=0$$""}, {""identifier"": ""C"", ""content"": ""$$x-2y+2z-1=0$$ ""}, {""identifier"": ""D"", ""content"": ""$$x-2y+2z+5=0$$""}]","[""A""]",,"Given equation of a plane is 
<br><br>$$x - 2y + 2z - 5 = 0$$
<br><br>So, Equation of parallel plane is given by 
<br><br>$$x - 2y + 2z + d = 0$$
<br><br>Now, it is given that distance from origin to the parallel planes is $$1.$$ 
<br><br>$$\therefore$$ $$\left| {{d \over {\sqrt {{1^2} + {2^2} + {2^3}} }}} \right| = 1 \Rightarrow d =  \pm 3$$
<br><br>So equation of required plane 
<br><br>$$x - 2y + 2z \pm 3 = 0$$",mcq,aieee-2012
1rZ38hZcB3hCW5WP,maths,3d-geometry,plane-in-space,Distance between two parallel planes $$2x+y+2z=8$$ and $$4x+2y+4z+5=0$$ is :,"[{""identifier"": ""A"", ""content"": ""$${3 \\over 2}$$ ""}, {""identifier"": ""B"", ""content"": ""$${5 \\over 2}$$""}, {""identifier"": ""C"", ""content"": ""$${7 \\over 2}$$""}, {""identifier"": ""D"", ""content"": ""$${9 \\over 2}$$""}]","[""C""]",,"$$2x + y + 2z - 8 = 0\,\,\,\,\,\,\,\,\,\,\,\,...\left( {Plane\,\,1} \right)$$
<br><br>$$2x + y + 2z + {5 \over 2} = 0\,\,\,\,\,\,\,\,\,\,\,...\left( {Plane\,\,2} \right)$$ 
<br><br>Distance between Plane $$1$$ and $$2$$ 
<br><br>$$ = \left| {{{ - 8 - {5 \over 2}} \over {\sqrt {{2^2} + {1^2} + {2^2}} }}} \right|$$
<br><br>$$ = \left| {{{ - 21} \over 6}} \right| = {7 \over 2}$$",mcq,jee-main-2013-offline
Mb2JUKkOpNuTwuvd2BgWO,maths,3d-geometry,plane-in-space,"The distance of the point (1, − 2, 4) from the plane passing through the point
(1, 2, 2) and perpendicular to the planes x − y + 2z = 3 and 2x − 2y + z + 12 = 0, is :","[{""identifier"": ""A"", ""content"": ""$$2\\sqrt 2 $$ ""}, {""identifier"": ""B"", ""content"": ""2""}, {""identifier"": ""C"", ""content"": ""$$\\sqrt 2 $$""}, {""identifier"": ""D"", ""content"": ""$${1 \\over {\\sqrt 2 }}$$ ""}]","[""A""]",,"Equation of plane passing through point (1, 2, 2) is,
<br><br>a(x $$-$$ 1) + b(y $$-$$ 2) + c(z $$-$$ 2) = 0&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;. . .(1)
<br><br>This plane is perpendicular to the plane 
<br><br>x $$-$$ y + 2z = 3 &nbsp;&nbsp;and&nbsp;&nbsp;2x $$-$$ 2y + z + 12 = 0
<br><br>When two planes,
<br><br>a<sub>1</sub>x + b<sub>1</sub>y + c<sub>1</sub>z + d<sub>1</sub> = 0
<br><br>and a<sub>2</sub>x + b<sub>2</sub>y + c<sub>2</sub>z + d<sub>2</sub> = 0
<br><br>are perpendicular to each other then
<br><br>a<sub>1</sub>a<sub>2</sub> + b<sub>1</sub>b<sub>2</sub> + c<sub>1</sub>c<sub>2</sub> = 0
<br><br>So, we can say,
<br><br>a $$ \times $$ 1 + b $$ \times $$ ($$-$$ 1) + c $$ \times $$ 2 = 0
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;&nbsp;a $$-$$ b + 2c = 0 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;. . . (2)
<br><br>and, a $$ \times $$ 2 + b($$-$$2) + c(1) = 0
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;&nbsp;2a $$-$$ 2b + c = 0 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;. . .(3)
<br><br>Solving (2) and (3)
<br><br>$${a \over { - 1 + 4}}$$ = $${b \over {4 - 1}}$$ = $${c \over { - 2 + 2}}$$ = $$\lambda $$
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;&nbsp; a = 3$$\lambda $$, b = 3$$\lambda $$, c = 0
<br><br>Putting the values of a, b, c in equation (1) we get, 
<br><br>3$$\lambda $$ (x $$-$$ 1) + 3$$\lambda $$ (y $$-$$ 2) = 0
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;&nbsp;3(x $$-$$ 1) + 3(y $$-$$ 2) = 0
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;&nbsp;3x + 3y $$-$$ 9 = 0
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;&nbsp;x + y $$-$$ 3 = 0
<br><br>$$ \therefore $$&nbsp;&nbsp;&nbsp;Distance of point (1, $$-$$2,  4) from plane x + y $$-$$ 3 = 0 is,
<br><br>= $$\left| {{{1 - 2 - 3} \over {\sqrt {1 + 1} }}} \right|$$ = $${4 \over {\sqrt 2 }}$$ = 2$$\sqrt 2 $$",mcq,jee-main-2016-online-9th-april-morning-slot
HsclIbPpXGLLYwNuOmjqV,maths,3d-geometry,plane-in-space,"If x = a, y = b, z = c is a solution of the system of linear equations
<br/><br/>x + 8y + 7z = 0
<br/><br/>9x + 2y + 3z = 0
<br/><br/>x + y + z = 0
<br/><br/>such that the point (a, b, c) lies on the plane x + 2y + z = 6, then 2a + b + c equals : ","[{""identifier"": ""A"", ""content"": ""$$-$$ 1""}, {""identifier"": ""B"", ""content"": ""0""}, {""identifier"": ""C"", ""content"": ""1""}, {""identifier"": ""D"", ""content"": ""2""}]","[""C""]",,"Given,
<br><br>x + 8y + 7z = 0
<br><br>9x + 2y + 3z = 0
<br><br>x + y + z = 0
<br><br>Solving those equations, we get
<br><br>x = $$\lambda $$, y = 6$$\lambda $$, z = -7$$\lambda $$
<br><br>This point lies on the plane x + 2y + z = 6
<br><br>$$ \therefore $$ $$\lambda $$ + 2(6$$\lambda $$)  + (-7$$\lambda $$)  = 0
<br><br>$$ \Rightarrow $$ $$\lambda $$ = 1
<br><br>$$ \therefore $$ x = 1, y = 6, z = -7
<br><br>$$ \therefore $$ a = 1, b = 6, c = -7
<br><br>So, 2a + b + c = 2(1) + 6 + (-7) = 1",mcq,jee-main-2017-online-9th-april-morning-slot
QOo7bAqiG06GOKThuvm05,maths,3d-geometry,plane-in-space,"If a variable plane, at a distance of 3 units from the origin, intersects the coordinate
axes at A, B and C, then the locus of the centroid of $$\Delta $$ABC is :
","[{""identifier"": ""A"", ""content"": ""$${1 \\over {{x^2}}} + {1 \\over {{y^2}}} + {1 \\over {{z^2}}} = 1$$ ""}, {""identifier"": ""B"", ""content"": ""$${1 \\over {{x^2}}} + {1 \\over {{y^2}}} + {1 \\over {{z^2}}} = 3$$ ""}, {""identifier"": ""C"", ""content"": ""$${1 \\over {{x^2}}} + {1 \\over {{y^2}}} + {1 \\over {{z^2}}} = {1 \\over 9}$$ ""}, {""identifier"": ""D"", ""content"": ""$${1 \\over {{x^2}}} + {1 \\over {{y^2}}} + {1 \\over {{z^2}}} = 9$$ ""}]","[""A""]",,"Suppose centroid be (h, k, $$l$$)
<br><br>$$ \therefore $$&nbsp;&nbsp;&nbsp;x $$-$$ intp $$=$$ 3h, y $$-$$ intp $$=$$ 3k, z $$-$$ intp $$=$$ 3$$l$$
<br><br>Equation $${x \over {3h}} + {y \over {3k}} + {z \over {3l}} = 1$$
<br><br>$$ \therefore $$&nbsp;&nbsp;&nbsp;Distance from (0, 0, 0)
<br><br>$$\left| {{{ - 1} \over {\sqrt {{1 \over {9{h^2}}} + {1 \over {9{k^2}}} + {1 \over {9{l^2}}}} }}} \right| = 3$$
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;&nbsp;$${1 \over {{x^2}}} + {1 \over {{y^2}}} + {1 \over {{z^2}}} = 1$$",mcq,jee-main-2017-online-9th-april-morning-slot
By2W9q22rMEe3evacfhKc,maths,3d-geometry,plane-in-space,"The sum of the intercepts on the coordinate axes of the plane passing through the point ($$-$$2, $$-2,$$ 2) and containing the line joining the points (1, $$-$$1, 2) and (1, 1, 1) is :","[{""identifier"": ""A"", ""content"": ""4""}, {""identifier"": ""B"", ""content"": ""$$-$$ 4""}, {""identifier"": ""C"", ""content"": ""$$-$$ 8""}, {""identifier"": ""D"", ""content"": ""12""}]","[""B""]",,"Equation of plane passing  through three given points is :
<br><br>$$\left| {\matrix{
   {x - {x_1}} &amp; {y - {y_1}} &amp; {z - {z_1}}  \cr 
   {{x_2} - {x_1}} &amp; {{y_2} - {y_1}} &amp; {{z_2} - {z_1}}  \cr 
   {{x_3} - {x_1}} &amp; {{y_3} - {y_1}} &amp; {{z_3} - {z_1}}  \cr 

 } } \right| = 0$$
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;$$\left| {\matrix{
   {x + 2} &amp; {y + 2} &amp; {z - 2}  \cr 
   {1 + 2} &amp; { - 1 + 2} &amp; {2 - 2}  \cr 
   {1 + 2} &amp; {1 + 2} &amp; {1 - 2}  \cr 

 } } \right| = 0$$
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;$$\left| {\matrix{
   {x + 2} &amp; {y + 2} &amp; {z - 2}  \cr 
   3 &amp; 1 &amp; 0  \cr 
   3 &amp; {30} &amp; { - 1}  \cr 

 } } \right| = 0$$
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;$$ - x + 3y + 6z - 8 = 0$$
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;$${x \over 8} - {{3y} \over 8} - {{6z} \over 8} + {8 \over 8} = 0$$
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;$${x \over 8} - {y \over {{8 \over 3}}} - {z \over {{8 \over 6}}} =  - 1$$
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;$${x \over { - 8}} + {y \over {{8 \over 3}}} + {z \over {{8 \over 6}}} = 1$$
<br><br>$$ \therefore $$&nbsp;&nbsp; Sum of intercepts $$ =  - 8 + {8 \over 3} + {8 \over 6} =  - 4$$",mcq,jee-main-2018-online-16th-april-morning-slot
EJOo70wLbGOQ1WD7CS7IU,maths,3d-geometry,plane-in-space,"A plane bisects the line segment joining the points (1, 2, 3) and ($$-$$ 3, 4, 5) at rigt angles. Then this plane also passes through the point : ","[{""identifier"": ""A"", ""content"": ""($$-$$ 3, 2, 1)""}, {""identifier"": ""B"", ""content"": ""(3, 2, 1)""}, {""identifier"": ""C"", ""content"": ""($$-$$ 1, 2, 3)""}, {""identifier"": ""D"", ""content"": ""(1, 2, $$-$$ 3)""}]","[""A""]",,"Since the plane bisects the line joining the points (1, 2, 3) and ($$-$$3, 4, 5) then the plane passes through the midpoint of the line which is : 
<br><br>$$\left( {{{1 - 3} \over 2},{{2 + 4} \over 2},{{5 + 3} \over 2}} \right)$$ &nbsp;$$ \equiv $$&nbsp; $$\left( {{{ - 2} \over 2},{6 \over 2},{8 \over 2}} \right)$$ $$ \equiv $$ ($$-$$1, 3, 4).
<br><br>As plane cuts the line segment at right angle, so the direction cosines of the normal  of the plane are ($$-$$ 3 $$-$$ 1, 4 $$-$$ 2, 5 $$-$$ 3)  = ($$-$$ 4, 2, 2)
<br><br>So the equation of the plane is : $$-$$ 4x + 2y + 2z = $$\lambda $$
<br><br>As plane passes through ($$-$$ 1, 3, 4) 
<br><br>So, $$-$$ 4($$-$$ 1) + 2(3) + 2(4) = $$\lambda $$ $$ \Rightarrow $$ $$\lambda $$ = 18
<br><br>Therefore, equation of plane is : $$-$$ 4x + 2y + 2z = 18
<br><br>Now, only ($$-$$ 3, 2, 1) satiesfies the given plane as 
<br><br>$$-$$ 4($$-$$ 3) + 2(2) + 2(1) = 18",mcq,jee-main-2018-online-15th-april-evening-slot
pFJKQ1n9aFLfryRPPa1Lz,maths,3d-geometry,plane-in-space,"A variable plane passes through a fixed point (3,2,1) and meets x, y and z axes at A, B and C respectively. A plane is drawn parallel to yz -plane through A, a second plane is drawn parallel zx-plane through B and a third plane is drawn parallel to xy-plane through C. Then the locus of the point of intersection of these three planes, is :","[{""identifier"": ""A"", ""content"": ""$${x \\over 3} + {y \\over 2} + {z \\over 1} = 1$$ ""}, {""identifier"": ""B"", ""content"": ""x + y + z = 6""}, {""identifier"": ""C"", ""content"": ""$${1 \\over x} + {1 \\over y} + {1 \\over z} = {{11} \\over 6}$$""}, {""identifier"": ""D"", ""content"": ""$${3 \\over x} + {2 \\over y} + {1 \\over z} = 1$$""}]","[""D""]",,"If a, b, c are the intercepts of the variable plane on the x,y,z axes respectively, then the equation of the plane is <br/><br/>$${x \over a} + {y \over b} + {z \over c} = 1$$
<br><br>And  the point of intersection of the planes parallel to  the xy, yz and zx planes is $$\left( {a,b,c} \right)$$.
<br><br>As the point (3, 2, 1) lies on the variables plane, 
<br><br>so  $${3 \over a} + {2 \over b} + {1 \over c} = 1$$ 
<br><br>Therefore, the  required locus is 
<br><br>$${3 \over x} + {2 \over y} + {1 \over z} = 1$$",mcq,jee-main-2018-online-15th-april-morning-slot
LfSBYkVJfNOMRk2S,maths,3d-geometry,plane-in-space,"If L<sub>1</sub> is the line of intersection of the planes 2x - 2y + 3z - 2 = 0, x - y + z + 1 = 0 and L<sub>2</sub> is the line of
intersection of the planes x + 2y - z - 3 = 0, 3x - y + 2z - 1 = 0, then the distance of the origin from the
plane, containing the lines L<sub>1</sub> and L<sub>2</sub>, is :","[{""identifier"": ""A"", ""content"": ""$${1 \\over {\\sqrt 2 }}$$""}, {""identifier"": ""B"", ""content"": ""$${1 \\over {4\\sqrt 2 }}$$""}, {""identifier"": ""C"", ""content"": ""$${1 \\over {3\\sqrt 2 }}$$""}, {""identifier"": ""D"", ""content"": ""$${1 \\over {2\\sqrt 2 }}$$""}]","[""C""]",,"<img class=""question-image"" src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734265244/exam_images/mtsizoslixc1qq9ocqig.webp"" loading=""lazy"" alt=""JEE Main 2018 (Offline) Mathematics - 3D Geometry Question 287 English Explanation"">
<br><br>L<sub>1</sub> is the line of intersection of plane 1 and plane 2.
<br><br>L<sub>2</sub> is the line of intersection of plane $$3$$ and plane 4.
<br><br>Line L<sub>1</sub> and L<sub>2</sub> are present on plane 5.
<br><br>Now we have to find the distance of origin from the plane 5.
<br><br>The plane 5 is passing through the Line L<sub>1</sub>, 
<br><br>and L<sub>1</sub> is the line of intersection of first two planes. 
<br><br>$$\therefore$$ Equation of plane 5,
<br><br>$$(2x-2y+3z-2)$$ + $$\lambda \left( {x - y + z + 1} \right)0$$
<br><br>Now find a point on L<sub>2</sub> which is line of intersection of 
<br><br>x + 2y $$-$$ z $$-$$ 3 = 0 $$\,\,\,\,$$ .....(1)
<br><br>and 3x $$-$$ y + 2z $$-$$ 1 = 0 $$\,\,\,\,$$ .....(2)
<br><br>Put x = 0 at both (1) and (2),
<br><br>2y $$-$$ z = 3 $$\,\,\,\,.....$$(3)
<br><br>$$-$$y + 2z = 1 $$\,\,\,\,....$$ (4)
<br><br>by solving  (3) and (4) we get
<br><br>$$y = {7 \over 3},\,z = {5 \over 3}$$ 
<br><br>So, the point on line L<sub>2</sub> is $$ = \left( {0,{7 \over 3},{5 \over 3}} \right)$$
<br><br>This point is also present on the plane $$5.$$ 
<br><br>So, putting this point on equation of plane $$5,$$ 
<br><br>$$ - {{14} \over 5} + 5 - 2 + \lambda \left( { - {7 \over 3} + {5 \over 3}} \right) = 0$$
<br><br>$$ \Rightarrow  - {5 \over 3} + {\lambda  \over 3} = 0$$
<br><br>$$ \Rightarrow \lambda  = 5$$ 
<br><br>$$\therefore$$ equation of plane 5 is 
<br><br>2x $$-$$ 2y + 3z $$-$$ 2 + $$\lambda $$(x $$-$$ y + z + 1) = 0
<br><br>$$ \Rightarrow $$ 2x $$-$$ 2y + 3z $$-$$ 2 + 5 (x $$-$$ y + z + 1) = 0
<br><br>$$ \Rightarrow $$ 7x $$-$$ 7y + 8z + 3 = 0
<br><br>Distance of this plane 5 from (0, 0, 0)
<br><br>$$ = {3 \over {\sqrt {49 + 49 + 64} }}$$
<br><br>$$ = {3 \over {\sqrt {162} }}$$
<br><br>$$ = {3 \over {9\sqrt 2 }}$$
<br><br>$$ = {1 \over {3\sqrt 2 }}$$ ",mcq,jee-main-2018-offline
h2kYrw078v0a3uPgCCURP,maths,3d-geometry,plane-in-space,"The perpendicular distance from the origin to the plane containing the two lines, <br/><br/>$${{x + 2} \over 3} = {{y - 2} \over 5} = {{z + 5} \over 7}$$ and <br/><br/>$${{x - 1} \over 1} = {{y - 4} \over 4} = {{z + 4} \over 7},$$ is : ","[{""identifier"": ""A"", ""content"": ""$$6\\sqrt {11} $$""}, {""identifier"": ""B"", ""content"": ""$${{11} \\over {\\sqrt 6 }}$$""}, {""identifier"": ""C"", ""content"": ""11""}, {""identifier"": ""D"", ""content"": ""11$$\\sqrt 6 $$""}]","[""B""]",,"$$\left| {\matrix{
   i &amp; j &amp; k  \cr 
   3 &amp; 5 &amp; 7  \cr 
   1 &amp; 4 &amp; 7  \cr 

 } } \right|$$
<br><br>= $$\widehat i$$(35 $$-$$ 28) $$-$$ $$\widehat j$$(21.7) + $$\widehat k$$(12 $$-$$ 5)
<br><br>= 7$$\widehat i$$ $$-$$ 14$$\widehat j$$ + 7$$\widehat k$$
<br><br>= $$\widehat i$$ $$-$$ 2$$\widehat j$$ + $$\widehat k$$
<br><br>1(x + 2) $$-$$ 2(y $$-$$ 2) + 1 (z + 15) = 0
<br><br>x $$-$$ 2y + z + 11 = 0
<br><br>$${{11} \over {\sqrt {4 + 1 + 1} }} = {{11} \over {\sqrt 6 }}$$",mcq,jee-main-2019-online-12th-january-morning-slot
ZNjWs09KjUBWLXz3C53rsa0w2w9jxadan6d,maths,3d-geometry,plane-in-space,"A plane which bisects the angle between the two given planes 2x – y + 2z – 4 = 0 and x + 2y + 2z – 2 = 0,
passes through the point :","[{""identifier"": ""A"", ""content"": ""(1, \u20134, 1)""}, {""identifier"": ""B"", ""content"": ""(1, 4, \u20131)""}, {""identifier"": ""C"", ""content"": ""(2, 4, 1)""}, {""identifier"": ""D"", ""content"": ""(2, \u20134, 1)""}]","[""D""]",,"Planes bisecting the given planes are<br><br>
$${{2x - y + 2z - 4} \over 3} =  \pm {{x + 2y + 2z - 2} \over 3}$$<br><br>
$$ \Rightarrow $$ x - 3y = 2 or 3x + y + 4z = 6<br><br>
Out of the four given points in question's options only (2, -4, 1) lies on the plane 3x + y + 4z = 6",mcq,jee-main-2019-online-12th-april-evening-slot
pOnUJRdMYw4ui1JSKs3rsa0w2w9jx1zs3oi,maths,3d-geometry,plane-in-space,"If the plane 2x – y + 2z + 3 = 0 has the distances
$${1 \over 3}$$
 and
$${2 \over 3}$$
 units from the planes 4x – 2y + 4z + $$\lambda $$ = 0 and
2x – y + 2z + $$\mu $$ = 0, respectively, then the maximum value of $$\lambda $$ + $$\mu $$ is equal to :","[{""identifier"": ""A"", ""content"": ""13""}, {""identifier"": ""B"", ""content"": ""9""}, {""identifier"": ""C"", ""content"": ""5""}, {""identifier"": ""D"", ""content"": ""15""}]","[""A""]",,"Distance formula<br><br>
(i) $${{\left| {\lambda  - 6} \right|} \over {\sqrt {16 + 4 + 16} }} = \left| {{{\lambda  - 6} \over 6}} \right| = {1 \over 3}$$<br><br>
$$ \Rightarrow $$ $$\left| {\lambda  - 6} \right| = 2$$<br><br>
$$ \Rightarrow $$ $$\lambda  = 8,4$$<br><br>
(ii) $${{\left| {\mu  - 3} \right|} \over {\sqrt {4 + 4 + 1} }} = {2 \over 3}$$<br><br>
$$ \Rightarrow $$ $$\left| {\mu  - 3} \right| = 2$$<br><br>
$$ \Rightarrow $$ $$\mu  = 5,1$$<br><br>
$$ \therefore $$ $${\left( {\mu  + \lambda } \right)_{\max }} = 13$$
",mcq,jee-main-2019-online-10th-april-evening-slot
ACCrs5Q2N2AyKcnuNg3rsa0w2w9jwxv0uci,maths,3d-geometry,plane-in-space,"If Q(0, –1, –3) is the image of the point P in the plane 3x – y + 4z = 2 and R is the point (3, –1, –2), then the
area (in sq. units) of $$\Delta $$PQR is :","[{""identifier"": ""A"", ""content"": ""$${{\\sqrt {65} } \\over 2}$$""}, {""identifier"": ""B"", ""content"": ""$$2\\sqrt {13} $$""}, {""identifier"": ""C"", ""content"": ""$${{\\sqrt {91} } \\over 2}$$""}, {""identifier"": ""D"", ""content"": ""$${{\\sqrt {91} } \\over 4}$$""}]","[""C""]",,"Image of Q in plane<br><br>
$${{\left( {x - 0} \right)} \over 3} = {{\left( {y + 1} \right)} \over { - 1}} = {{z + 3} \over { + 4}} = {{ - 2(1 - 12 - 2)} \over {9 + 1 + 16}} = 1$$<br><br>
x = 3, y = –2, z = 1<br><br>
P(3, –2, 1), Q(0, –1, –3), R(3, –1, –2)<br><br>
Now area of $$\Delta $$PQR is<br><br>
$${1 \over 2}\left| {\overline {PQ}  \times \overline {QR} } \right| = {1 \over 2}\left| {\left| {\matrix{
   {\widehat i} &amp; {\widehat j} &amp; {\widehat k}  \cr 
   3 &amp; { - 1} &amp; 4  \cr 
   3 &amp; 0 &amp; 1  \cr 

 } } \right|} \right|$$<br><br>
$$ \Rightarrow {1 \over 2}\left| {\left\{ {\widehat i( - 1) - \widehat j(3 - 12) + \widehat k(3)} \right\}} \right|$$<br><br>
$$ \Rightarrow {1 \over 2}\sqrt {(1 + 81 + 9)} $$<br><br>
$$ \Rightarrow {{\sqrt {91} } \over 2}$$",mcq,jee-main-2019-online-10th-april-morning-slot
